moneda,rating,link_producto,id,precio_num,marca,modelo_descripcion,almacenamiento_gb
S/,4.6,https://www.mercadolibre.com.pe/smartphone-honor-x8c-8gb256gb-dual-sim-color-negro/p/MPE50891666#polycard_client=search-nordic&search_layout=grid&position=54&type=product&tracking_id=5d4a9073-8cb4-4402-8845-8cad2916deb1&wid=MPE736960190&sid=search,278,794.33,Honor,Smartphone X8c 8gb+256gb Dual Sim + Color Negro,8.0
S/,4.6,https://www.mercadolibre.com.pe/infinix-gt-30-pro-5g-dual-sim-512gb-negro-1212gb-ram-con-gaming-kit/p/MPE51695510#polycard_client=search-nordic&search_layout=grid&position=55&type=product&tracking_id=5d4a9073-8cb4-4402-8845-8cad2916deb1&wid=MPE873318188&sid=search,279,1950.53,Infinix,"Gt 30 Pro 5g, Dual Sim, 512gb Negro 12+12gb Ram Con Gaming Kit",512.0
S/,5.0,https://www.mercadolibre.com.pe/xiaomi-15t-pro-5g-1212-gb-de-ram-telefono-inteligente-de-512-gb-negro/p/MPE57841738#polycard_client=search-nordic&search_layout=grid&position=56&type=product&tracking_id=5d4a9073-8cb4-4402-8845-8cad2916deb1&wid=MPE892080390&sid=search,280,2599.17,Xiaomi,"15t Pro 5g 12+12 GB de RAM + teléfono inteligente de 512 GB, negro",12.0
S/,5.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=BHBwwlnTM8EcsrZsBUZc2DvrY%2BoJtwXkn0nmX1oeOz2RaCSVjTFfFMH%2BmB17hEiaHhhzjFLe%2F5XXNtoxv8vgzF3dhFo6Ibd6elp8n%2BCT7pPK5aXIRGFh2L4z1AyfLMmYaXjjWzDfVn1aNd3LUpbr6cZwLXr%2FDlTvWqw6RVQiMnuaPLDc4GuBqvyXRqTeGmMlPU08NLqVtLEc8gmi7ViCrWbAzLLGBywAbnWPGm5QRKfm5uBnohnm2DQCcYshn9BQt3vNHihAEKadF%2F%2Bmuwj%2Bd7SyYiDKHStgdfT1KpaVlp9mg2r5BN3QDlAUOxZbozQwyXb%2BUffi7ymt5DE6VUgqu0y12t1s1ETZSFW7d%2Bl93cf8Nb31OpjQcIQT2LRwckMSDbVG5twiOBuMx%2BZOShbsLGzt%2BgPZE7WXv8nNdsCkjv%2BjjcBgnA1Chfhtag2c7assVyA%2Ffr9VJwNaeECh0BKtXHcJ6FpfqM%2BYG71ncCPgL3g4LgnU6olGwAqCeAzF5hbpb0OUpXWXpEv%2FfhbPiXHC99pMsSF7PpvZ2t8h4tbOrHPBr667Mj06WicJM9mNuKvSC3Z7skAhw1%2F%2FRf83cBMx8EYNxUB7jzDiKk4RHSJavAWBL%2BSL%2FUzsTKMzMU3wiUPMFI%2FZTSZh19cmTi4jM0CJV6MQXJ%2FV%2FXYSAh4zap%2BvxZGdNtQuTocBYvSDBEugWpR0HVrg8l70%2FofjmYHkIz%2BUPOmLq31sztMV0zgkG2yzo%2BBWOY8ebY%2FrSBFVh4kWoZ4Kx%2B9FPvRJDSmizKefgsYzqIBZL0ti4J%2FtwopFmw7wFjm5S9wAKLePQnpZvasJ4Q6ptZ1YVlYox3MHcMAQeHHSZFF5miEsTPX5GtvmpdbX3puQn1COb7Q57xJf2vdHHxkaRzx1InSrHJH0Zjdcj6HIQEiLhdPvnB0MI9brNEQ%2FY2Y%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPE27801531&backend_model=search-backend&search_layout=grid&position=1&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE855626554&sid=search,281,1998.83,Xiaomi,13T Dual SIM 256 GB negro 12 GB RAM,256.0
S/,5.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=zRpc2wuEE3w0isRa%2FYID9uPhfFrEKntD%2FXE%2FheqONaVBfJIg9GEsb5MyGI0VEH%2FiXeT6iaB3RpI4dJ3WuTrDPX7NOaYQC8RuISKH4fqNrlfV4ZUN8hi5Rz%2F5YGQdaZ9a3ctDlUCVJb0ptE0WuRMdqS6EXxgV2mfrhxXD7IUKvyOmLf87peIKcWJiSt0mz7rRK6Ie%2FR1us4voF%2F67AfIr8pSEFmFSw12F%2Btoji%2Fme5T%2BhIQ1vhirF3TOxALFmgAsQFnU09bg74YP%2Bgnfhdz2YA8nwFszqt2unp4QIc2qTDSvcq%2BLtz8p0skyXxtzmy819HsmhAkUByIGNG0Un5j%2BeE51q7BBm0T2MOWfKrR4wAPGv1PxUqsUmolbL8eK8qSMyndUQRu0dLNA9VNbLSwTxExVqTKwl6umemrxMNJ2e9UHQ0iXwbTTo5np78Jn1AkrJYlnIY%2ForWP%2Fqp%2BFhSOcGaRVPNuXqh2Yfpob7KzW4r6fsYp0xGQgPhwiIN%2BYdWAj3MpV%2F2XwaV56YsBO3QapyDvjfLSZW4eAzgYiMxcVzrbk0DrUfG3igGvv%2FI3JzHHZdI6q6RJTSIBQwZHc77LLGAw4iIGD3KyxsaER2MPoezuQF77S%2FHIKrM94Fs5w2TQs6JtY0jkaGk68sHDEP4LriRpW5nLc1x5YC8VPdWwcU0dIIuHc8YtXxccyo5lPjVhCHu4n7i5hWzrIuvqkPhc1saCscSj3NldBnZMNJyfz73sGLV35dDCKiaHEoFvEmio98repU8x%2FKGwbvMcQwOkRyxDm%2FLsRO27QciYnHIQ1kTnCG5USLolLK6h8VDJTCB60AUWcH%2B2SQz6hJWc5HyDw47ligjQLWXrB0OaNXbIf9MdivdFEarBFdeUGL5s9RPSFnc4hkLKXoTDGXt7Tk5%2BFAQWZ%2FGf2KAnWC6XWTvdnhGhq7FmHzYne9TRYL%2Bu3GV8ikx4X9c4pbMzS5oCPJkh%2FA#polycard_client=search-nordic&is_advertising=true&searchVariation=MPE1055308620&backend_model=search-backend&search_layout=grid&position=2&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE878179002&sid=search,282,7176.83,Apple,17 Pro Max (256 GB) - Naranja cósmico - Distribuidor Autorizado,256.0
S/,4.7,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=jREBVD%2BbDLu2TXZbttLSJFiVYl2SkuL3I2Y9DuKr3DPih6%2FbLA8TgTNaWZomtqfDQVoIuw5UdyYEkVn3bMZjuOoDxqaTOVF9OmS6qtWCABjAalN6sEHxT%2BoQ%2FRs5oeKsnUztLMXGpD2bTXMQX5OLZ3lRqaPPVBNiL%2FGuA2b251lq4dIgcVCaHbPEO5xIisjTOvNYzZNTDYiVlqeiKy8WKFdu1cK2oDZYCxzWlF0uhLPQ4Y4mcYitbRsUtvv6QIBPf231Vlw4%2F7uYsRPTa%2BS462FXlYtGgloHz9f2s1YjY7wY9BafHMyX%2FncKA2qIj5VP1OEAh6LBQhIGg4A6iiw10HAFabUYg3Kd3qOYWXo4Gq%2BZOd7E9B3o80Q%2B9fWAl1eRqVTfMH9JWxxRIRPfsI%2B3BHu0fRzp65%2Bu0wZPyOkWwpy9YP35qYX1uryA1io79jmt5S5%2BD5fSOMoz8mxbF43kcZEl18lxmcz%2BJCCedLVe4slNaPvZ%2Fp8hQJyCv3BgskjRSDqHo3ORiQrDsTL1xIIKlwoRd6YFL31MsrweAW2%2FWqASAZ84ThbotcP%2BWp%2Fzxr8BNF23BHMpG3NflUdwBaSgi9%2FWAyQxTTGCP5QXXTSW%2BJB3opdwWLXYAQc1kTwHWJfL3pdOjkz9NzaGfPvtoKuuwbfDlGWbEOHC3G7YsE4BjZjLqkUMQ8ARdYOpWTfzpphO%2FeMXFQqWscJsWXo6KKcKBgMYSYFd5Xs8lpCimrtfSYY%2BHTtqhwjRG40%2Bxo7rndfz4UzPWzFLDJpTKeIZ7OjisvRclepzK4wK%2B3LZCLTxigJFBnxiSIRbj1Fk%2B7CnecjtofRnU5X5HvO7WKFvYB0RlZFZlFXGk5l%2FQivkoexSwrd%2FK1UR1rf8Ods9t5guE7mczPtVUbtYMxTzq3EBUIYHBOcn3SUojFXjexoB23h3PqDt3vAdxR%2BZIWxSf%2Fa%2BMyVu#polycard_client=search-nordic&is_advertising=true&searchVariation=MPE21394695&backend_model=search-backend&search_layout=grid&position=3&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE855639462&sid=search,283,2776.5,Samsung,Galaxy S23 Plus Dual SIM 256 GB lavander 8 GB RAM,256.0
S/,5.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=4QETqhf0WCQiCVJPh7PQGP8foA%2B2M4SQsiNdDPCztwsEo2Rfi5JSaUa6rbWPdCHyjg1shIXpEGL3CB1chrXSv0XX7pA2Ktf0EI%2B2gLjIzy3o4JaMUiT7L1cb%2BdZAnxzOqea%2FygvxzYJ1q1L0HI8D%2FZGJ15OBx%2BzQPsrgyXVVsfDxpfGQ%2BhBQ8dv3ef0qRmoKpD4Bz9AVhbstxfEs%2FjPvHNaXMa40Deta3XWn3tvswZZwzgahu71vH4KvLWrnvw%2FCyOmrZuzoFS%2FJGoL5nDGGD3Zc%2BEwW1DVErAL7vlDw1txm91ES8GzG9LtsCqOKO3TfeuS%2Bj3QmSaLLIa21sgJJb9rfP3uPAe0F1K9zHLsBP53vVUEq%2BfC57njpQgIRHzMr54emOxblSp8RFBuYMn8MujLlFeUJs1yuNmJHAxkryMEmd9tecrIOTWXEPL9jaeJ%2BiFpfrv%2BmZSsQ25PbPgsjV%2B7TxU01mIp8t3CS1%2FgyQBuEBoRHcLRj0s7lrcsREkQ%2FRtyrRGe1LJsDximGz4Nn0PV2c5sIdPf1yhshMHpYjraP8aQnRxetYH8A8C1ughQ6kmHhz6IpeNfvJxHM4ivlVNc%2BydtPrEDE8F%2FQ6zLwFHHxEyry87s7sr9VeHf1Ck8%2FgtBXwI9EfSWoGkTBFYNddx%2F%2BGefaiULdTwPH10%2FLrocHomgxcXjBSyTCOJZiII6wjn7wGP5vwEjDZmufhiVyyFeUtEbnQ9Xcr0X6WtN%2FNndw5HvHmwGfIcc7cYNNL%2BiYYSrvB%2FMe08MDYZrKaogYi7myhHS6ht6ONvHtKhiVYqFy322UC%2FTd5pPt6jYtKidLL%2FFEQmf1wJ7bEzFFfMszndx2%2BOdHmdZqxK2kiiuH0Ey%2FLjZm6Ua33Fvof5ntSWG%2B6mhSN9%2BQtwCxmBCqHP2j#polycard_client=search-nordic&is_advertising=true&searchVariation=MPE40169545&backend_model=search-backend&search_layout=grid&position=4&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE855639608&sid=search,284,1554.17,Oppo,Reno12 F 5g Naranja,
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-titanium-black/p/MPE45513937#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE799893142&sid=search,285,6499.5,Samsung,Galaxy S25 Ultra 512gb Titanium Black,512.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-poco-x7-pro-5g-512gb-verde-12ram-50mpx/p/MPE45680391#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE704345864&sid=search,286,1999.5,Xiaomi,Poco X7 Pro 5g 512gb Verde 12ram 50mpx,512.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-13-128-gb-azul-medianoche-distribuidor-autorizado/p/MPE1018500844#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE618771217&sid=search,287,2237.83,Apple,13 (128 GB) - Azul medianoche - Distribuidor Autorizado,128.0
S/,4.8,https://www.mercadolibre.com.pe/cel-samsung-a56-12-gb-ram-256-gb-5g-67-pulgadas-rosa/p/MPE47797574#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE892193260&sid=search,288,1500.67,Samsung,A56 12 Gb Ram 256 Gb 5g 6.7 Pulgadas Rosa,12.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-ultramarino/p/MPE40287800#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE699808066&sid=search,289,2899.5,Apple,16 (128 GB) - Ultramarino,128.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-pro-plus-5g-dual-sim-512-gb-negro-12-gb-ram/p/MPE47221704#polycard_client=search-nordic&search_layout=grid&position=10&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE706909678&sid=search,290,1343.83,Xiaomi,Redmi Note 14 Pro Plus 5G Dual SIM 512 GB negro 12 GB RAM,512.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-max-256-gb-titanio-natural/p/MPE40287860#polycard_client=search-nordic&search_layout=grid&position=11&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE708711038&sid=search,291,5979.5,Apple,16 Pro Max (256 GB) - Titanio natural,256.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-max-256-gb-titanio-negro/p/MPE40287862#polycard_client=search-nordic&search_layout=grid&position=12&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE744943570&sid=search,292,5899.2,Apple,16 Pro Max (256 GB) - Titanio negro,256.0
S/,1.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=UuYZszygX%2FBR%2FG%2BVmYm56PuM9S8WIvcp3QHg7NhNAOEF2DcAGD6RNuXDt12VYlGm2ILWQ%2FRo8LS%2FD4UE86adOVxjuCgxXumlAM1szuZUa02nZ3DhtA%2ByTcrORxkvIN8ViaZhIJPzKnuY9ND1hSoLRyOLaURDJslWxR97dnL89n5ybZPDqySZUJAD%2Bvrenva%2BokKHOPVS%2FYAGSzXftLXEFhSguh2gwF7A7wR03mBUTmj2fJbGxZorIHZQMu90nRGcOQ8fPRiJd7NC2BX4irWaC0ewwVavtOPKi37r%2BjNbbKLx61Qyphfb4g8U4US3NskOAd%2B3WAAuCUBl8j0k8TZpwLVNGPD3OaQ1QGLbqSxWRVJwhJhtgphOisNR%2B7Ji61gaom7d0%2F9wA%2FcafKKEuTW6CW%2B0z%2FtB9CyXbsVaCHfqq8aBEh0%2FevptsKUUEQkx%2BvWeB07IEl7eeyLAgWjRranQVEEiRYDpVWCFS%2FHGdBo19eVSbXypUouzjM2OVu2b1q9apDo48C8PnBIpY7KM9kqH0Nin4qIWFi%2BaLC2swVl2nOlM%2BtWwzLXXr%2FoSZ3mIVOtfVvBcOK%2F2tLSfrsi7%2FUg6n%2FRkLwHKfX%2BctUksmYYwLzPcNEOZEHVX%2F6nTLK6FzJ830VIzzPZb%2BYFeMk0RaWyYX68qfxf%2BERG9yhWSAocREoPGAaW3NpYgW9u9AIf1sm70b%2Bqd12Hxj%2FUcclKMC2oCsV0XExtI9qY8NQaJ4MQd2VCyMRTCV8VuM4Oi1X2z1cR9OchiLdhqanP1yewA6fZt0i3fWtn31zUK8IENWqmcdkHKtNmFZ4YEfBEo6LzGmt8oiagfiBMrqzBzkZxY2oRzod3GFS9%2BGYc%2Bpl6KwEaaa28tseryNa0qGJJXwbfIFapMj5TBcTGqW7%2B0R3ZUWL0eUMIG6i74eSX3fIQtppjkDjBDqLK1QAZa&searchVariation=191910185747#polycard_client=search-nordic&is_advertising=true&searchVariation=191910185747&backend_model=search-backend&search_layout=grid&position=13&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161,293,108.8,,Basico Unonu Volt 4g Tapa Dual Sim -negro,
S/,2.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=0rc6%2BFJYhIT1mHw3haQutrrOETV79V%2FDAwE68xVLcQYOukQgtR1aH9ppSNqN4mnXIVG9GoccCnmfpvm1kt5ZuJQXHCfVrxz0z2FOJIMjGYc0wCYxC8g45lqoQ5kwEZbalGRVbEk0HvegqIFkF7HHBRnYayPfNs6UowVH5BYhBpAvRF4Abdi4T0m0PtMVWKyeTCUMz%2Fsr2MUNZ%2Fcwv1%2Bn1fg3oJWSA3Cqfz%2Fv%2Ffn9LLvvUgas4AURzzpPVJS9JVJ4LKNVlz76CURZ7mOCMiV7%2FooJrYGx%2Fy%2FiuNy%2BiFd8vrkNGitPrav2ubC%2F8ACEg0LuSwBQX3y8HcfF3%2BJsiw4Zg8%2FBMs%2BI7cn5OOeLKrluDfjGHi3XpQw7KVaKehPMV9kPbTaeOy83jpRoXW9tpLttqAXFSDQrumEfVKaxnSM1EBy8f8WZIXn6BO%2Fjr0%2FDisGJBrJLRKTpbiWrTxNu8Ryn3D1V4OrocZ%2FSRCnGFIT8eBkZvAj2kYZ%2FtFooEVUgBc6QTgtFjdhhlLdSV6%2F5PMOflnRmqD5CqaCVkflWGxOg8WKPcAhEZZCSSkiZ4QRdBtlnJqH4FtI%2BHim%2F47jjWXq7SvgYkqNyY1MImuJmH1e7NtH3xX6EfSz0%2BNoVNmgvrOrCI8Tee9Y8z2%2BaMrqhzEZXsjYuxS%2BAboGP2lG%2BUCqIf6hArp3nekisqwAPFfaZMYb1OcP0eKp8A1ewbg%2BO1OkIjMnhKJvFyQMiCBcEXlXRBxu5bAHa07alFho%2FxwOFAIluznDf5zcebK677xfMzJIN0iFQxtwlivzpiflUeiTSONSpLctdtL%2FG4L9uDY0KtXV5tSEtLQg%2FNvpAvHUHK5N5nuWIRhgwiRJzENm6j8is5USwc4xvIRGghDsI2TI8TLW5tGEP9LRD9PSi64sdViCOZPsO2gW%2BVG0WwGE7nyz4YAVK%2BaldtJQ%3D&searchVariation=192002202633#polycard_client=search-nordic&is_advertising=true&searchVariation=192002202633&backend_model=search-backend&search_layout=grid&position=14&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161,294,114.74,,Basico Logic Z3l 4g Tapa Dual Sim Negro,
S/,4.9,https://www.mercadolibre.com.pe/celular-xiaomi-poco-f7-12gb-ram-512gb-rom-dual-sim-black/p/MPE51572058#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE819370812&sid=search,295,1880.17,Xiaomi,Poco F7 12gb Ram 512gb Rom Dual Sim Black,12.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-pro-plus-5g-lavanda-12gb-ram-512gb/p/MPE46129899#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE706909704&sid=search,296,1349.88,Xiaomi,Redmi Note 14 Pro Plus 5g lavanda 12gb Ram 512gb,12.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-256gb-titanium-silverblue/p/MPE45502333#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE854961008&sid=search,297,5599.83,Samsung,Galaxy S25 Ultra 256gb Titanium Silverblue,256.0
S/,4.8,https://www.mercadolibre.com.pe/celular-xiaomi-redmi-note-14-pro-256gb-8gb-ram-negro-potente-camara-avanzada/p/MPE46228710#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE699808390&sid=search,298,1440.9,Xiaomi,Redmi Note 14 Pro 256gb 8gb ram negro potente cámara avanzada,256.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-negro/p/MPE40287808#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE689682952&sid=search,299,4599.17,Apple,16 (128 GB) - Negro,128.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-15-128-gb-verde/p/MPE27172671#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE740782132&sid=search,300,2168.33,Apple,15 (128 GB) - Verde,128.0
S/,4.8,https://www.mercadolibre.com.pe/celular-xiaomi-poco-x7-pro-5g-12gb-512gb-negro/p/MPE45766004#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE705332580&sid=search,301,1999.5,Xiaomi,Poco X7 Pro 5g - 12gb 512gb // Negro,12.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-titanium-gray/p/MPE45515203#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE799828316&sid=search,302,6499.5,Samsung,Galaxy S25 Ultra 512gb Titanium Gray,512.0
S/,4.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=atQM67NS2%2FEcWhKjNcUzQBvvoxj0hDl3O0EnSawZVgumPCmjoIBol4ddbR%2BNmPtF75TsWo068Nk8Zs%2BtQ5A79fTXUBtCHrHFBBdhMGk5vUR02sGRgbPMjZBMw%2BW3yEIPf2%2B3%2BrigAf0dYij3sAIdfMv7osQkssF0lgAVR1p8nOC6ikbZbVSKIr532A%2FXGrr9v%2FEd1Lt2wHKD8%2FI%2BLCULMpXwlv5CKdALG5acqiq%2F2qvAWeYvH1oKqkjlGyjqSgkc5vMh8w3eJhvI55iuHaUz%2BNGSDKGst%2BuSdOrJDwnwSfAlelPeBgcter0hK4KG%2FaJvkgevsTy0Y0fLsYMEHdDISlUKcHz0i96a%2BCe6dr6qxns4RQ%2FFQKVy0Cc2EDKKgrr9nCSet0ikAVXRGteCmF7Q1hgjoCsTBdYAVv1NP6eELx5iSHfwgDLyUxylKe80hG%2Be2nZOdqCAINxkWYsQqI%2FmXwqQcupHdXO5WvydcSLRu61HEMLmQKbPAhMuULY7tw%2BB7sRIDtvCSACwkZxtIfsUUWFfy9zyKjb3ma4uokPgY1X7A%2FBz6Rr%2FboF49NkCcvxfn6OT8lTnah4xsDtryZMGQwGCpc5IXfSEUQ71KWUGTo4hKL044Ji59xWsjS%2BT5XncGmD74byOJHBLtsZYP6ERVUoAiaWo58fvDRy49N4HNRS6Xk3cszOrefjkBeJKxbkkKoKlUnbvrKr8jQNn9NiwUhMnCZ5BhX5apYz4psCEho8QimAYQZaUn2gocpQlC0MKS8t71gv1e7Uqarlk1sa7R3GiU%2FdbMGRn9rZpgXN%2Fw0pjxyjwfrL%2B49Lzh9mKuDHzWHghmEuZyZFaCDSBD01s8LM9B7XOFz6NW2KK%2B456mFyOisILMsLg6cvDBEGVOHAhlfkoN5S2GRW%2BsibQwqqdfXcf9eU8uoURYkzGtjXjBinb1MlEc5t%2BUwFNxvLAxA%3D%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPEU3249404444&backend_model=search-backend&search_layout=grid&position=23&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE741848740&sid=search,303,1332.5,Samsung,Galaxy A36 5g 6 Gb Ram 128 Gb Rom Negro Negro,6.0
S/,2.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=EQ4Q2Lm3d%2FJQM2%2F8GwvMLmHlqgzfuNTpdtbrnmJnr%2F8p2OA6mrnQzBkPzVeR0CJKNkVvWQScKOQEPBefcI7%2FfRpn%2F%2FuEknZKMnMvf1vi4B7iIUsNMkfa5fnIDoNgRzmj%2BLGqBmgbvawmNdXLkHYE0ZiCMlrMJweQzI4zHkE5NnkfyBm4h%2FzAdM1a%2F7MT99D29tn2xRvKJ0NuGQcT6%2F3HExoOSVPULrxhItrOD8r3ih5zf900rEJTTI29aNrRz2A%2BLkGdgJJzwSzaqdHGUCInn6G9x9x6PSZi8EWH7MsPXLZBzbMbtwL%2BCVy0I2YIYBhQk5YiP6cgNMNQVxL%2BRBZffcKMPfEALI8QIRz56Lniwm3OJFOKnRnRO6i0c1zgRowpHPn61ADUC7CEf%2FQrqN7o88QYLvCYUcJePzKchawIN7FKEWCZg%2FItGXEg3uyBpRDVyb0HwlSB2O%2FOPX06Din6Dtxxn7PLoGEgPDnPAZ7OF3wSsEXFRVJp%2FIVmznsHLUxOKEfQU2K7LNdJ1Zz3%2FNexf7rlsLKGyYLVlmraXZgwKqle55shKoigOF19kvEmjUF4Chh9fFI7Y5rsBOtw743atiEDZIV4JWRnn7n02qECJKVl7evWBbq4X%2FS2SqmG2K076dcVmvjpqXb7DeQYEETm3E00ye1qcE%2BXPYkU0XAT2eojzS%2FeWcwuOt6iRdX270H5%2Bm%2FkJh6PsWdG9eY%2F3n278mj3BLTI6vSUCaJRWcp6RDyjpp%2BVyoZ6KvER4fPUHqYJtcxqrq288NHunV%2FpamfX6HVgTDAI%2Fjs8igCtgdVls8la7GfTT%2F0vkAHBHTpfRS5CLnvG5EN7BaU7iDgBIFT73%2BtXJu2unZKOIh%2BwVNYjWYohOSnM2t5VkvV16o%2FEVnjVjj3eB5uLRRjqZJTAh7a%2Bmixg0HRWsCJ1TtkkaQA65Vl7mIyao2jJcY2mxrpNDI10RmKCUUSYL1A%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPEU3280128607&backend_model=search-backend&search_layout=grid&position=24&type=pad&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE763662104&sid=search,304,169.51,,"Logic F11l 4g Botón Sos, Teclas Grandes Con Radio Fm Negro",
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-verde-azulado/p/MPE40287792#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE689927192&sid=search,305,4499.83,Apple,16 (128 GB) - Verde azulado,128.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-128-gb-titanio-del-desierto/p/MPE40287847#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE699767438&sid=search,306,6599.0,Apple,16 Pro (128 GB) - Titanio del desierto,128.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-5g-dual-sim-512-gb-color-blanco/p/MPE46687988#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE799893144&sid=search,307,6499.5,Samsung,Galaxy S25 Ultra 5g Dual Sim 512 Gb Color Blanco,512.0
S/,4.8,https://www.mercadolibre.com.pe/cel-samsung-a56-12-gb-ram-256-gb-5g-67-pulgadas-verde/p/MPE48954480#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE873253238&sid=search,308,1800.75,Samsung,A56 12 Gb Ram 256 Gb 5g 6.7 Pulgadas Verde,12.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-17-pro-max-256-gb-naranja-cosmico/p/MPE55308620#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE853986050&sid=search,309,5599.64,Apple,17 Pro Max (256 GB) - Naranja cósmico,256.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-12gb-sellados-color-titanium-silverblue/p/MPE53594532#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=afa90701-a97f-4499-b32f-670b1bfb0161&wid=MPE790442504&sid=search,310,6499.5,Samsung,Galaxy S25 Ultra 512gb 12gb Sellados Color Titanium Silverblue,512.0
